"Nummer","Bezeich","GatterDefine","CSharpTyp","LenMax","NachkDef","Typ","Match","Hilfe"
"558","Zeitverbrauch = Dauer","ID_WBZ_DAUER","int","10","0","0","","Dauer  z.b. Bei der Herstellung"
"559","Startzeit ( timestamp als text)","ID_WBZ_STARTZEIT","string","23","0","0","Startzeit",""
"560","Endzeit ( timestamp als text )","ID_WBZ_ENDZEIT","string","23","0","0","Endzeit",""
"561","Infos zum Kreditlimit","ID_KREDITLIMIT_INFO","int","15","2","0","Infos Kreditlimit","Liefert verschiedene Infos zum Kreditlimit"
"562","versch. Werte Zum Kreditlimit","ID_KREDITLIMIT_WERT","","15","0","0","Kreditlimit Values",""
"563","Adresse des Mandanten","ID_MANDANTADRESSE","string","100","0","5","Mandantadresse","Das ist die Mandantenadresse"
"564","Inventurstichtag","ID_WIV_STICHTAG","","0","0","0","",""
"565","Inventurklasse","ID_WIV_KLASSE","","0","0","0","",""
"566","","ID_AUSBUCH_PREIS","","0","0","0","",""
"567","preiseinheit Ausbuchpreis","ID_AUSBUCH_PREISEINHEIT","","0","0","0","",""
"568","Mengeneinheit Ausbuchpreis","ID_AUSBUCH_ME","","0","0","0","",""
"569","Bestandstyp Inventur","ID_INVENTUR_BESTTYP","","0","0","0","",""
"570","Perm Inventurstatus der Warenposition","ID_INVENTURSTATUS","","0","0","0","ID_INVENTURSTATUS",""
"571","Preistyp in der Inventur","ID_INVENTUR_PREISTYP","","0","0","0","ID_INVENTUR_PREISTYP",""
"572","Vorgangslink","ID_VORGLINKID","","0","0","0","ID_VORGLINKID",""
"573","Setze Link zu ID","ID_SETLINKID","","0","0","0","ID_SETLINKID",""
"574","ID des angemeldeten Erfassers","ID_ERFASSERID","int","10","0","3","ErfasserId",""
"575","Kurzname des angemeldeten Erfasser","ID_ERFASSERKURZ","string","20","0","0","ErfasserKurz",""
"576","ID des Erfassers eines Neubelegs","ID_ERFASSERNEU","int","10","0","3","ErfasserNeu",""
"577","Absendeland der Lieferung","ID_SHIPFROM","int","5","0","0","SHIPFROM",""
"578","Empfängerland der Lieferung","ID_SHIPTO","int","5","0","0","SHIPTO",""
"579","Bezeichnung des Absenderlandes","ID_BEZ_SHIPFROM","","5","0","0","BEZ_SHIPFROM","Bezeichnung des Absenderlandes"
"580","Bezeichnung des Empfängerlandes","ID_BEZ_SHIPTO","","5","0","0","BEZ_SHIPTO","Bezeichnung des Empfängerlandes"
"581","Zaehlmenge der Inventur im Vorgang","ID_INVENTUR_ZAEHLMENGE","double","15","3","3","ZAehlmenge","Zählmenge inklusive Fremdbestände"
"582","Gefahrgut mit kleinen Mengen","ID_LIMITED_QUANTITY","int","5","0","0","LimitedQuantity","Gefahrgut in kleinen Mengen ohne Gefahrgutbehandlung"
"583","Gefahrgut Sondervorschrift 375","ID_ADR_SV375","int","1","0","0","SV375","Gefahrgut nach Sondervorschrift 375 frei"
"584","ID ErfasserNeu, Fallback auf Bediener","ID_ERFASSERNEU_ODER_BEDIENERNEU","int","10","0","3","ErfasserBedienerNeu",""
"585","Name ErfasserNeu, Fallback auf Bediener","ID_NAME_ERFASSERNEU_ODER_BEDIENERNEU","string","20","0","0","ErfasserBedienerKurz",""
"586","Name Erfasser Neubeleg","ID_NAMEERFASSERNEU","string","20","0","0","Name ErfasseNeu",""
"587","Fremdwährungkennzeichen","ID_IST_FREMDW_BELEG","int","1","0","0","Fremdwöhrungskennzei",""
"588","Buchwährungskennzeichen","ID_IST_BUCHW_BELEG","","1","0","0","Buchwährungskennzeic",""
"589","ID_KONTRAKTVORSTART_IMMERERLAUBT","ID_KONTRAKTVORSTART_IMMERERLAUBT","","0","0","0","ID_KONTRAKTVORSTART",""
"590","ID_KONTRAKTNACHENDE_IMMERERLAUBT","ID_KONTRAKTNACHENDE_IMMERERLAUBT","","0","0","0","ID_KONTRAKTNACHENDE",""
"591","ID_KONTRAKT_ROHWARE_IMMERERLAUBT","ID_KONTRAKT_ROHWARE_IMMERERLAUBT","","0","0","0","ID_KONTRAKT_ROHWARE",""
"592","ID_KONTRAKT_ABAUFTRAG_IMMERERLAUBT","ID_KONTRAKT_ABAUFTRAG_IMMERERLAUBT","","0","0","0","ID_KONTRAKT_ABAUFTRA",""
"593","Status Mailversand für Rohware-Sammeldru","ID_ROHWARE_STATUS_MAIL_SAMMELDRUCK","int","3","0","0","Status Mail","Status vom Mailvesand Rohwaresammeldruck"
"594","Kassen Barcode","ID_KASSENBARCODE","string","0","0","0","Kassen Barcode","String zum Barcode des Kassenbon"
"595","TSE Transaktionsnr","ID_TSE_TRANSAKTIONSNR","string","0","0","0","TSE_Transaktuon","Transaktion aus TSE Gereät"
"596","TSE Startzeit Kassenvorgang","ID_TSE_STARTZEIT","string","0","0","7","TSE StartZeit","Startzeit  Kassenvorgang"
"597","TSE Endzeit  Kassenvorgang","ID_TSE_ENDZEIT","string","0","0","7","TSE Endzeit","Endzeit  Kassenvorgangs"
"598","TSE Seriennummer","ID_TSE_SERIENNUMMER","string","0","0","0","TSE Seriennummer","Seriennummer der TSE"
"599","TSE Signaturzähler","ID_TSE_SIGNATURZAEHLER","int","0","0","0","TSE Signaturzaehler",""
"600","TSE Prüfwert","ID_TSE_PRRUEFWERT","string","0","0","0","TSE Prüfwert",""
"627","","ID_UMBUCHINTERN_PARTIE_AKT","","0","0","4","",""
"660","ID der Verkaufsbeschränkung","ID_SALERESTRICT_ID","","0","0","0","ID_SALERESTRICT_ID",""
"661","Verkaufsbeschränkung Text Lang","ID_SALERESTRICT_LANG","","0","0","0","ID_SALERESTRICT_LANG",""
"662","Verkaubsbeschränkung Text kurz","ID_SALERESTRICT_KURZ","","0","0","0","ID_SALERESTRICT_KURZ",""
"663","Soll auf Verkaufsbeschränkung getestet w","ID_SALERESTRICTION_DOTEST","","0","0","0","ID_SALERESTRICTION_D",""
"664","Verkaufsbeschränkung Zertifikattyp","ID_SALERESTRICTION_CERTIFICATETYPE","","0","0","0","ID_SALERESTRICTION_C",""
"670","Quelle des Vorgangsimports","ID_IMPORTQUELLE","int","0","0","0","ID_IMPORTQUELLE","Quelle des Imports (wenn importiert)"
"990","Rabattprozentsatz","ID_RABATT_PROZENT","double","6","2","3","rabattprozent",""
"991","Gesamtbetrag (Brutto / Netto)","ID_GESAMTBETRAG","double","15","2","3","Gesamtbetrag (B/N)",""
"992","RabattProzent gerundet","ID_RABATT_PROZ_RUND","double","15","2","3","Rabatt proz Rund",""
"993","Betrag (B/N) mit ZUAB + Rabatt","ID_BETRAG_NETTO","double","15","2","3","Betrag komplett",""
"995","fixes Gebinde 1","ID_GEBINDEFIX1","short","10","0","3","gebfix",""
"996","fixes Gebinde 2","ID_GEBINDEFIX2","short","10","0","3","gebfix",""
"997","fixes Gebinde 3","ID_GEBINDEFIX3","short","10","0","3","gebfix",""
"998","fixes Gebinde 4","ID_GEBINDEFIX4","short","10","0","3","gebfix",""
"1000","Preis","ID_PREIS","double","15","2","3","Preis",""
"1001","Menge","ID_MENGE","double","15","2","3","Menge",""
"1002","Artikel Id","ID_ARTIKELID","int","20","0","0","ArtikelId",""
"1003","Netto","ID_NETTO","double","15","2","3","Netto",""
"1004","Kundenmatchcode","ID_KUNDMATCH","string","15","2","0","KundMatch",""
"1005","Kontraktid","ID_KONTRAKTID","int","8","0","3","KontraktId",""
"1006","Artikelnummer","ID_ARTIKELNUMMER","string","20","0","0","Artikelnummer",""
"1007","ArtikelStammId","ID_ARTISTAMMID","int","20","0","0","ArtikelStammId",""
"1008","Lagernummer","ID_LAGERNUMMER","int","20","0","0","Lagernummer",""
"1009","Lieferdatum","ID_LIEFDAT","DateTime","10","0","0","Lieferdatum",""
"1010","Rechnungsdatum","ID_RECHDAT","DateTime","10","0","0","Rechnungsdatum#",""
"1011","Hauptwarengruppen-Nummer","ID_WAGRU_HAUPTNUMMER","int","10","0","3","hauptwarengruppe",""
"1012","Warengruppen-Nummer","ID_WAGRU_NUMMER","int","10","0","3","Warengruppennummer",""
"1013","Oberwarengruppen-Nummer","ID_WAGRU_OBERNUMMER","int","10","0","3","oberwarengruppe",""
"1014","Artikelgruppennummer","ID_ARTGRNUMMER","int","10","0","0","ArtGruppenNummer",""
"1015","Mengeneinheits-Gruppennummer","ID_ME_GRUPNUMMER","int","10","0","0","MEGruppenNummer",""
"1016","Erlöskennziffernzuordnungsnummer","ID_EKZ_NUMMER","int","10","0","3","EKZ Nummer",""
"1017","Steuerschlüssel","ID_STEUERSCHLUESSEL","int","10","0","3","Steurschlüssel",""
"1018","Gewicht","ID_GEWICHT","double","15","3","3","Gewicht",""
"1019","Artikeltext","ID_ARTTEXT","string","255","0","0","Artikeltext",""
"1020","Bruttobetrag","ID_BRUTTO","double","12","2","3","Brutto",""
"1021","Fracht","ID_FRACHT","double","15","2","3","Fracht",""
"1022","Verpackungskosten (nicht aktiv)","ID_VERPACKUNG","double","15","2","3","Verpackung",""
"1023","Zu- oder Abschlag","ID_ZUABSCHLAG","double","15","2","3","Zu/Abschlag",""
"1024","Steuerbetrag","ID_STEUER","double","15","2","3","Steuer",""
"1025","Text der Textzeile","ID_TEXTTEXT","string","255","0","0","Texttext",""
"1026","Gebindeanzahl","ID_GEBINDE","double","8","0","3","Gebinde",""
"1027","Zwischensummentext","ID_ZWISCHENTEXT","string","255","0","0","Zwischentext",""
"1028","Rabatt","ID_RABATT","double","15","2","3","Rabatt",""
"1029","Warenwert","ID_WARENWERT","double","15","2","3","Warenwert",""
"1030","Skontierfähigkeitskennzeichen","ID_SKONTIERFAEHIG","short","8","0","3","Skontierfähigkeit",""
"1031","Formularnummer","ID_FORMULARID","int","8","0","3","FormularNummer",""
"1032","Artikelstammnummer","ID_ARTISTAMMNUMMER","string","20","0","0","Artikelstammnummer",""
"1033","Kostenstellennummer","ID_KOSTSTELNUMMER","int","10","0","3","Kostenstellennr",""
"1034","Versandartid","ID_VERSANDARTID","int","10","0","3","Versandart",""
"1035","Formularnummer im Preview","ID_FORMULARIDPREV","int","0","0","3","Formnummer Preview",""
"1036","Formularnummer im Bildschirm","ID_FORMULARIDBS","int","0","0","3","Formnummer Bildschir",""
"1037","Steuer Klasse","ID_STEUERKLASSE","int","8","0","3","steuerklasse",""
"1038","Steuer Gruppe Nummer","ID_STEUERGRNUMMER","int","8","0","3","steuergruppennummer",""
"1039","Steuerformel","ID_STEUERFORMEL","int","8","0","3","steuerformel",""
"1040","Steuer Satz","ID_STEUERSATZ","double","10","2","3","steuersatz",""
"1041","Steuersatz Einfuhr","ID_STEUERSATZEINFUHR","double","12","2","3","steuersatzeinfuhr",""
"1042","Lieferschein-Nummer (Warenbewegung)","ID_LIEFNUMMER","string","20","0","0","liefnummer",""
"1043","Kontonummer Steuerkonto","ID_KONTONRSTEUER","int","12","0","3","kontonrsteuer",""
"1044","Kontonummer Skontokonto","ID_KONTONRSKONTO","int","12","0","3","kontonrskonto",""
"1045","Kontonummer Einfuhrumsatzsteuer","ID_KONTONREINFUHR","int","12","0","3","kontonreinfuhr",""
"1046","Druckstatus","ID_STATUSDRUCK","short","1","0","0","druck",""
"1047","WarenupdateStatus","ID_STATUSWARE","short","1","0","0","ware",""
"1048","Umsatzupdate Status","ID_STATUSUMSATZ","short","1","0","0","umsatz",""
"1049","UpdateStatus Rechnungsausgangsbuch","ID_STATUSREBUCH","short","1","0","0","rebuch",""
"1050","Status Fubuübertrag (Fibu)","ID_STATUSFIBU","short","1","0","0","fibu",""
"1051","Updatemerker Statistiken","ID_STATUSSTATISTIK","short","1","0","0","statistik",""
"1052","Status Zahlungsträgerdruck","ID_STATUSZAHLUNG","short","1","0","0","zahlung",""
"1053","Status Ladelistendruck","ID_STATUSLADELISTE","short","1","0","0","ladeliste",""
"1054","Status Bestandsupdate","ID_STATUSBESTAND","short","1","0","0","bestand",""
"1055","Status Dispoupdate","ID_STATUSDISPO","short","1","0","0","dispo",""
"1056","Geschäftsjahresnummer","ID_JAHRNUMMER","int","4","0","0","jahrnummer",""
"1057","Währnungsnummer","ID_WAEHRNUMMER","int","4","0","3","waehrnummer",""
"1058","Individual-RabattKlasse","ID_RABKLASSNUMMERINDI","int","8","0","3","RABKLASSNUMMERINDI","06.03.1997 -MM-"
"1059","Individual-ZuAbSchlagsKlasse","ID_ZUABKLASSNUMMERINDI","int","8","0","3","ZUABKLASSNUMMERINDI","06.03.1997 -MM-"
"1060","Periodenbereich (Fibu/Wabu)","ID_PERIBEREICH","short","1","0","3","peribereich",""
"1061","Periodennummer","ID_PERINUMMER","short","4","0","3","perinummer",""
"1062","Vertretergruppen-Nummer","ID_VERTGRNUMMER","int","8","0","0","vertgrnummer",""
"1063","Preisklassen Nummer","ID_PREISKLNUMMER","int","8","0","0","preisklnummer",""
"1064","Preisklassen Nummer Individualpreis","ID_PRINDKLNUMMER","int","8","0","0","prindklnummer",""
"1065","Rabattklassen Nummer","ID_RABKLASSNUMMER","int","8","0","0","rabklassnummer",""
"1066","Zu-/Abschlagsklassen Nummer","ID_ZUABKLASSNUMMER","int","8","0","0","zuabklassnummer",""
"1067","Frachtklassennummer","ID_FRAKLASSNUMMER","int","8","0","0","fraklassnummer",""
"1068","Kennzeichen, Einkauf(1) oder Verkauf(2)","ID_EKVK_KENNZEICHEN","short","1","0","0","ekvk",""
"1069","Kennzeichen, Zugang(1) oder Abgang(2)","ID_ZUAB_KENNZEICHEN","short","1","0","0","zuab",""
"1070","Vertreter-Provisionsgruppe","ID_VERTPRNUMMER","int","8","0","0","vertprgruppe",""
"1071","Listen Preisgruppe","ID_LISTENPREISGRUPPE","int","8","0","0","listenpreisgr",""
"1072","Individual Preisgruppe","ID_INDIPREISGRUPPE","int","8","0","0","indipreisgruppe",""
"1073","Zu- Abschlagsgruppe","ID_ZUABGRUPPE","int","8","0","0","zuabgruppe",""
"1074","Rabattgruppe","ID_RABATTGRUPPE","int","8","0","0","rabattgruppe",""
"1075","Frachtgruppe","ID_FRACHTGRUPPE","int","8","0","0","frachtgruppe",""
"1076","Preisherkunfts-Kennzeichen","ID_PREIS_WOHER","short","2","0","0","preiswoher",""
"1077","Preismengeneinheits-Nummer","ID_ME_NUMMERPREIS","int","10","0","0","me_nummerpreis",""
"1078","Preiseinheit","ID_PREISEINHEIT","double","8","0","0","preiseinheit",""
"1079","Kontonummer","ID_KONTONUMMER","int","8","0","3","kontonummer",""
"1080","Bezeichnung","ID_BEZEICHNUNG","string","80","0","0","bezeichnung",""
"1081","Bezugskennzeichen Zu-/Abschlag","ID_ZUABBEZUG","short","2","0","3","zuabbezug",""
"1082","Formelkennzeichen Zu-/Abschlag","ID_ZUABFORMEL","short","2","0","3","zuabformel",""
"1083","Prozentsatz","ID_PROZENTSATZ","double","6","2","3","prozentsatz",""
"1084","Bezugsmenge","ID_BEZUGSMENGE","double","12","3","3","bezugsmenge",""
"1085","Bezugswert","ID_BEZUGSWERT","double","12","3","3","bezugswert",""
"1086","Druckkennzeichen","ID_DRUCKKENNZEICHEN","short","1","0","3","druckkennzeichen",""
"1087","Liefermenge","ID_LIEFERMENGE","double","12","3","3","Liefermenge",""
"1088","Text","ID_TEXT","string","99","0","0","text",""
"1089","Abteilungs Nummer","ID_ABTEILUNG","int","8","0","0","abteilungnummer",""
"1090","Unter-Abteilung","ID_UNTERABTEILUNG","int","8","0","0","unterabtnummer",""
"1091","Erloes-/Aufwandskonto","ID_KONTONRERLOES","int","10","0","0","kontonrerloes",""
"1092","Gewicht je Mengeneinheit","ID_GEWICHTEINHEIT","double","10","3","3","gewichteinheit",""
"1093","Anzahl vorhandener Kontraktpositionen","ID_KONTRAKT_ANZ","int","8","0","3","kontraktanz","Nur intern"
"1094","Position des ausgewählten Kontrakts","ID_KONTRAKT_AKT","int","8","0","3","kontraktakt","Nur intern"
"1095","Frachtvariante","ID_FRACHTVARIANTE","int","8","0","3","frachtvariante",""
"1096","Verkaufgebiets Nummer","ID_VERKAUFSGEBIET","int","8","0","3","verkaufsgebiet",""
"1097","Gebietsnummer Von","ID_GEBIET_VON","int","8","0","3","gebietvon",""
"1098","Gebietsnummer Nach","ID_GEBIET_NACH","int","8","0","3","gebietnach",""
"1099","LKW Nummer Motorwagen","ID_LKW_NUMMER_MOTOR","int","8","0","3","LKW_NUMMER_MOTOR",""
"1100","LKW Nummer Anhaenger","ID_LKW_NUMMER_ANHAENGER","int","8","0","3","LKW_NUMMER_ANHAENGER",""
"1101","Fahrernummer","ID_FAHRER","int","8","0","3","fahrernummer",""
"1102","Kontraktpositionsnummer","ID_KONTRAKTPOSIT","int","10","0","3","kontraktposit",""
"1103","Lagerplatz-Nummer","ID_LAGERPLATZ","int","4","0","0","lagerplatz",""
"1104","Übertragstext alte Seite","ID_TEXTUEBALT","string","70","0","0","uebtextalt",""
"1105","Übertragstext neue Seite","ID_TEXTUEBNEU","string","70","0","0","uebtextneu",""
"1106","Nettobetrag incl. alle Zu-/Abschläge etc","ID_NETTONETTO","double","15","2","3","nettonetto",""
"1107","Nettobetrags Korrekturen","ID_NETTOKORREKTUR","double","15","2","3","nettokorrektur",""
"1108","Mengeneinheits-Nummer","ID_ME_NUMMER","int","10","0","3","me_nummer",""
"1109","Zu-/Abschlag in der Zeile","ID_INZEILEKENNZEICHEN","short","1","0","3","inzeile",""
"1110","Zu-/Abschlag kalkulatorisch","ID_INCLUSIVKENNZEICHEN","short","1","0","3","inclusiv",""
"1111","Zu-/Abschlagstyp","ID_ZUABTYP","int","8","0","3","zuabtyp",""
"1112","Zieltage","ID_ZIELTAGE","int","3","0","3","zieltage",""
"1113","Skontotage","ID_SKONTOTAGE","int","3","0","3","skontotage",""
"1114","Anzahl vorhandener Zahlungsbedingungen","ID_ZAHLBED_ANZ","int","2","0","3","zahlbedanz",""
"1115","Bezeichnung Zahlungsbedingung","ID_ZAHLBEDBEZEICH","string","40","0","0","zahlbedbezeich",""
"1116","Nettobetrag der Zahlungsbedingung","ID_ZAHLBEDNETTO","double","15","2","3","zahlbednetto",""
"1117","Zahlungsbetrag","ID_ZAHLBEDBRUTTO","double","15","2","3","zahlbedbrutto",""
"1118","Entfernung","ID_ENTFERNUNG","int","8","0","3","entfernung",""
"1119","Steuerbetrag der Zahlungsbedingung","ID_ZAHLBEDSTEUER","double","15","2","3","zahlbedsteuer",""
"1120","Skontierfaehiger Betrag der Zahlbed.","ID_ZAHLBEDSKONTIERFAEHIG","double","15","2","3","zahlbedskontier",""
"1121","Anzahl Steuereinträge","ID_STEUER_ANZ","int","2","0","3","steueranz",""
"1122","Gewichtung der Zahlungsbedingung","ID_ZAHLBEDGEWICHT","double","13","2","3","zahlbedgewicht",""
"1123","Zahlungsbedingung","ID_ZAHLUNGSBEDINGUNG","int","132","0","5","Zahlbedingung","Die n-te Zahlungsbedingung drucken"
"1124","Gebinde Maß 1","ID_GEBINDEMASS_1","double","13","3","3","gebmass1",""
"1125","Gebinde Maß 2","ID_GEBINDEMASS_2","double","13","3","3","gebmass2",""
"1126","Gebinde Maß 3","ID_GEBINDEMASS_3","double","13","3","3","gebmass3",""
"1127","Gebindetyp","ID_GEBINDETYP","int","2","0","3","gebtyp",""
"1128","Gebinde Herkunft","ID_GEBINDEHERKUNFT","int","2","0","3","gebherkunft",""
"1129","Gebinde Bez. 1","ID_GEBINDETEXT_1","string","20","0","0","gebtext1",""
"1130","fixes Gebinde Kennzeichen","ID_GEBINDEFIX","int","10","0","3","gebfix",""
"1131","Umrechnungsfaktor","ID_UMRECHNUNG","double","12","4","3","umrechnung",""
"1132","Gebinde Stufe2-Kennzeichen","ID_GEBINDESTUFE2","int","10","0","3","gebstufe2",""
"1133","Gebinde-End-Stufe-Kennzeichen","ID_GEBINDEENDSTUFE","short","10","0","3","gebendstufe",""
"1134","Gebinde Maß 4","ID_GEBINDEMASS_4","double","13","3","3","gebmass4",""
"1135","Grundmengeneinheits Nummer","ID_GRUNDEINHEIT","int","8","0","3","grundeinheit",""
"1136","Zahlungsbetrag in Skontofrist","ID_ZAHLBEDZAHLBETRAG","double","16","2","3","ZAHLBETRAG",""
"1137","Mengeneinheits-Kurztext","ID_ME_TEXT","string","20","0","0","metext",""
"1138","Mengeneinheits-Bezeichnung","ID_ME_BEZEICHNUNG","string","60","0","0","mebezeich",""
"1139","Gebinde Bez. 2","ID_GEBINDETEXT_2","string","20","0","0","gebtext2",""
"1140","Gebinde Bez. 3","ID_GEBINDETEXT_3","string","20","0","0","gebtext3",""
"1141","Gebinde Bez. 4","ID_GEBINDETEXT_4","string","20","0","0","gebtext4",""
"1142","Preisinformation","ID_PREISINFO","string","40","0","0","preisinfo",""
"1143","Interne Identifikation Warenbewegung","ID_WABEWID","int","10","0","0","wabewid",""
"1144","Gebindemengeneinheit Kurztext","ID_GEBINDEME_TEXT","string","20","0","0","gebmetext",""
"1145","Gebindemengeneinheit Bezeichnung","ID_GEBINDEME_BEZEICHNUNG","string","40","0","0","gebmebezeich",""
"1146","Artikelausprägungs-Nummer","ID_AUSPR_NUMMER","int","8","0","3","ausprnummer",""
"1147","Artikelausprägungs-Bezeichung","ID_AUSPR_BEZEICHNUNG","string","40","0","0","ausprbez",""
"1148","Gebinde Erg. ME Nummer","ID_GEBINDEERGME_NUMMER","int","8","0","3","gebergnummer",""
"1149","Gebinde Erg. ME Kurztext","ID_GEBINDEERGME_TEXT","string","20","0","0","gebergtext",""
"1150","Gebinde Erg. ME Bezeichnung","ID_GEBINDEERGME_BEZEICHNUNG","string","40","0","0","gebergbez",""
"1151","Grundmeneinheits Kurztext","ID_GRUNDEINHEIT_TEXT","string","50","0","0","Grundeinheit_text",""
"1152","Grundmengeneinheits Bezeichnung","ID_GRUNDEINHEIT_BEZEICHNUNG","string","40","0","0","Grundeinheit_Bezeich",""
"1153","Gebindemengeneinheit Nummer","ID_GEBINDEME_NUMMER","int","9","0","3","Gebbindememnummer",""
"1154","Preismatrix Nummer","ID_PREISMATRIXNUMMER","int","8","0","3","preismatrix",""
"1155","Filial Nummer","ID_FILIALE","int","8","0","3","filialnummer",""
"1156","Zentrale Nummer","ID_ZENTRALE","int","8","0","3","zentralnummer",""
"1157","Zahlungsbedingungstyp","ID_ZAHLBEDTYP","int","4","0","3","zahlbedtyp",""
"1158","Zahlungsbedingung aktuell","ID_ZAHLBED_AKT","int","4","0","3","zahlbedakt",""
"1159","Gefahrgutklassen Nummer","ID_GG_NUMMER","int","20","0","0","gefahrgutkl",""
"1160","Gefahrgutklassen Bezeichnung","ID_GG_BEZEICHNUNG","string","40","0","0","gefahrgutbez",""
"1161","Gefahrgutklassen Multiplikator","ID_GG_MULTI","double","12","2","3","gefahrgutmulti",""
"1162","VbF-Klassen Name (Entzündlichkeit)","ID_GB_NAME","string","10","0","0","brandklname",""
"1163","VbF-Klassen Bezeichnung","ID_GB_BEZEICHNUNG","string","40","0","0","brandklbez",""
"1164","Toxizitätsklassen Name (Giftigkeit)","ID_GT_NAME","string","10","0","0","toxiklname",""
"1165","Toxizitätsklassen Bezeichnung","ID_GT_BEZEICHNUNG","string","40","0","0","toxiklname",""
"1166","UN-Nummer (Gefahrgut)","ID_UN_NUMMER","int","8","0","3","un_nummer",""
"1167","Merkblatt Nummer (Gefahrgut)","ID_MERKBLATTNUMMER","int","40","0","0","merkblatt",""
"1168","Postversandkennzeichen (Gefahrgut)","ID_POSTKENNZEICHEN","short","2","0","3","postkennz",""
"1169","Gefahrgutklassen Menge","ID_GG_MENGE","double","12","0","3","ggmenge",""
"1170","VbF-Klassen Menge","ID_GB_MENGE","double","12","0","3","gbmenge",""
"1171","Toxizitätsklassen Menge","ID_GT_MENGE","double","12","0","3","gtmenge",""
"1172","Gefahrgutklassen Anzahl","ID_GG_ANZAHL","int","8","0","3","gganzahl",""
"1173","VbF-Klassen Anzahl","ID_GB_ANZAHL","int","8","0","3","gbanzahl",""
